,TIME,Air_Temperature
115,1996-03,1.0
116,1997-03,5.84
117,1998-03,4.98
118,1999-03,5.41
119,2000-03,5.17
120,2001-03,4.23
121,2002-03,5.39
122,2003-03,5.34
123,2004-03,4.11
124,2005-03,3.63
125,2006-03,1.52
126,2007-03,6.18
127,2008-03,4.24
128,2009-03,4.3
129,2010-03,4.2
130,2011-03,4.91
131,2012-03,6.94
132,2013-03,0.07
133,2014-03,6.94
134,2015-03,5.18
135,2016-03,4.01
136,2017-03,7.2
137,2018-03,2.36
138,2019-03,6.58
139,2020-03,5.27
140,2021-03,4.77
141,2022-03,5.09
142,2023-03,5.74
